AppraisedValue,lat,long,SqFtLot
410000.0,47.69556045532226,-122.33345794677734,6600
289000.0,47.45437622070313,-122.36019897460938,7370
133000.0,47.29596710205078,-122.37767028808594,54000
299000.0,47.737571716308594,-122.3357925415039,6108
563000.0,47.6847152709961,-122.30921173095705,4618
266000.0,47.52079772949219,-122.36551666259766,13312
480000.0,47.67299270629883,-122.28179168701172,6750
341000.0,47.76311874389648,-122.2982406616211,7969
217000.0,47.3116455078125,-122.20816802978516,8466
188000.0,47.308429,-122.236938,4644
361000.0,47.6250114440918,-122.31292724609376,3560
414000.0,47.690025329589844,-122.29762268066406,6100
614000.0,47.52750778198242,-122.20507049560548,14889
337000.0,47.6850814819336,-122.35018920898438,2400
818000.0,47.62638473510742,-122.19598388671876,10149
276000.0,47.52755737304688,-122.27500915527344,6402
555000.0,47.66477966308594,-122.32975769042969,4140
261000.0,47.45132827758789,-122.2793426513672,8911
318000.0,47.75791549682617,-122.35075378417969,6939
414000.0,47.68481826782226,-122.32044982910156,5000
486000.0,47.464210510253906,-122.07982635498048,30987
370000.0,47.7410774230957,-122.2580795288086,10545
383000.0,47.47404479980469,-122.361572265625,17000
255000.0,47.45217895507813,-122.32784271240234,9379
413000.0,47.574928283691406,-122.31270599365234,5088
332000.0,47.47949981689453,-121.7630386352539,33750
317000.0,47.55817031860352,-122.31493377685548,8018
816000.0,47.70756149291992,-122.21923828125,7110
156000.0,47.50085067749024,-122.35208129882812,8273
207000.0,47.50250625610352,-122.22820281982422,19840
393000.0,47.67707443237305,-122.28527069091795,4998
447000.0,47.57727432250977,-122.3912582397461,4984
442000.0,47.68288040161133,-122.28846740722656,5400
358000.0,47.569587,-122.29391399999999,5040
334000.0,47.57489776611328,-122.3119888305664,4000
303000.0,47.71331405639648,-122.2905044555664,7503
332000.0,47.44094848632813,-122.10990142822266,71781
579000.0,47.75475311279297,-122.27735137939452,42400
436000.0,47.56448364257813,-122.18424224853516,14118
580000.0,47.61145401000977,-122.12657165527344,8925
391000.0,47.3581657409668,-122.1483383178711,6800
606000.0,47.70973587036133,-122.2775421142578,5456
250000.0,47.55167770385742,-122.2696762084961,6000
239000.0,47.33079147338867,-122.37226104736328,13082
284000.0,47.725341796875,-122.33190155029295,7027
675000.0,47.667236328125,-122.27911376953124,4600
192000.0,47.50387191772461,-122.30425262451172,12000
203000.0,47.47390747070313,-122.34432983398438,8164
308000.0,47.53168106079102,-122.3594741821289,10320
489000.0,47.53316116333008,-122.39187622070312,7345
228000.0,47.43957138061523,-122.27919006347656,8400
210000.0,47.48094940185547,-122.33892822265624,9000
271000.0,47.53173828125,-122.37220764160156,7500
271000.0,47.51939392089844,-122.37037658691406,7991
300000.0,47.744895935058594,-122.33960723876952,7874
334000.0,47.73395538330078,-122.33336639404295,7658
137000.0,47.4838752746582,-122.33880615234376,7200
379000.0,47.69039916992188,-122.39728546142578,3780
224000.0,47.46299362182617,-122.36014556884766,11177
241000.0,47.4691276550293,-122.3536605834961,7906
201000.0,47.49724960327149,-122.34554290771484,7212
660000.0,47.64846801757813,-122.40435791015624,5670
472000.0,47.44369506835938,-122.34159088134766,10450
414000.0,47.69114685058594,-122.32267761230469,7622
688000.0,47.38730239868164,-122.32530212402344,18120
161000.0,47.5078010559082,-122.33952331542969,6545
272000.0,47.73542785644531,-122.24779510498048,10000
192000.0,47.31364533305168,-122.21175245940685,7800
142000.0,47.47630310058594,-122.30201721191406,12361
291000.0,47.748878479003906,-122.33916473388672,9445
206000.0,47.51663208007813,-122.25959777832031,4176
919000.0,47.63198852539063,-122.27952575683594,4800
794000.0,47.61375427246094,-122.2835693359375,6192
231000.0,47.45812606811523,-122.28076171875,10650
209000.0,47.52572631835938,-121.81289672851562,4000
924000.0,47.56834030151367,-122.21578979492188,10720
255000.0,47.50943318009377,-122.2741500288248,36890
369000.0,47.56657028198242,-122.40193176269531,5800
379000.0,47.702369689941406,-122.37101745605469,7020
955000.0,47.63209533691406,-122.39815521240234,2217
317000.0,47.57846450805664,-122.31639862060548,6000
367000.0,47.74233627319336,-122.24246215820312,10234
704000.0,47.69458389282226,-122.29093170166016,5470
340000.0,47.69034194946289,-122.3420181274414,910
480000.0,47.55614852905274,-122.3974151611328,7500
327000.0,47.76678466796875,-122.36378479003906,7312
489000.0,47.68922805786133,-122.28778839111328,6000
250000.0,47.76048278808594,-122.19939422607422,8400
496000.0,47.69772338867188,-122.38788604736328,5000
304000.0,47.46660614013672,-122.3632354736328,7300
451000.0,47.44790267944336,-122.34456634521484,39800
209000.0,47.42587661743164,-122.33340454101562,9750
330000.0,47.77127075195313,-122.32403564453124,8855
194000.0,47.391990661621094,-122.2337875366211,4694
501000.0,47.76157760620117,-122.2597885131836,9615
553000.0,47.58013534545898,-122.38151550292969,4000
543000.0,47.57701873779297,-122.41544342041016,4854
775000.0,47.69780349731445,-122.38269805908205,6609
588000.0,47.40326309204102,-122.4606475830078,14400
378000.0,47.68709182739258,-122.35016632080078,3640
281000.0,47.452552795410156,-122.35759735107422,7847
466000.0,47.5505485534668,-122.2722625732422,7089
341000.0,47.77619552612305,-122.33668518066406,8925
286000.0,47.74124526977539,-122.3388442993164,6580
308000.0,47.73580932617188,-122.32014465332031,7150
672000.0,47.68505477905274,-122.39661407470705,5152
418000.0,47.5892219543457,-122.1370849609375,11745
796000.0,47.67200469970703,-122.29588317871094,6039
278000.0,47.53367766737938,-122.37201444804668,4635
330000.0,47.69984817504883,-122.36621856689452,1204
942000.0,47.64705276489258,-122.37004852294922,6860
656000.0,47.63246536254883,-122.35514068603516,2400
320000.0,47.52444839477539,-122.34635925292969,9120
215000.0,47.49182510375977,-122.34717559814452,8099
388000.0,47.7049560546875,-122.29924011230469,9163
671000.0,47.66505813598633,-122.30523681640624,5000
291000.0,47.50614547729492,-122.1929702758789,7150
411000.0,47.67842102050781,-122.30354309082031,5200
199000.0,47.44845581054688,-122.16903686523438,10800
207000.0,47.53012466430664,-122.2875747680664,6140
316000.0,47.702842712402344,-122.08088684082031,36635
282000.0,47.76560974121094,-122.34822082519531,7605
298000.0,47.74843978881836,-122.32627868652344,8034
374000.0,47.578041076660156,-122.30763244628906,6480
235000.0,47.48164749145508,-122.29647827148438,18492
498000.0,47.65058517456055,-122.40926361083984,3698
178000.0,47.49659729003906,-122.30170440673828,8750
233000.0,47.67203903198242,-122.16326904296876,18282
377000.0,47.54656219482422,-122.39495086669922,4655
149000.0,47.486572265625,-122.31771850585938,6600
161000.0,47.40696716308594,-122.29035949707031,8644
565000.0,47.60397720336914,-122.1121597290039,8932
443000.0,47.58766555786133,-122.31411743164062,7500
341000.0,47.74108123779297,-122.32154846191406,13296
401000.0,47.57191467285156,-122.3822021484375,4836
295000.0,47.768310546875,-122.37313842773438,7653
238000.0,47.4971694946289,-122.35889434814452,7181
932000.0,47.67800903320313,-122.40131378173828,4416
269000.0,47.71916580200195,-122.304931640625,7560
526000.0,47.74897766113281,-122.28572082519531,10781
409000.0,47.63278579711914,-122.12471771240234,9525
336000.0,47.44478225708008,-122.3483428955078,33265
697000.0,47.49625778198242,-122.37299346923828,25253
760000.0,47.6610107421875,-122.16470336914062,34994
374000.0,47.713417053222656,-122.32656860351562,8400
177000.0,47.5047607421875,-122.36617279052734,7594
243000.0,47.51197814941406,-122.2730712890625,13375
185000.0,47.453025817871094,-121.70612335205078,25175
245000.0,47.524112,-122.286102,6630
550000.0,47.57437133789063,-122.21957397460938,6750
327000.0,47.60786056518555,-122.30663299560548,3520
272000.0,47.57389450073242,-122.30137634277344,4622
245000.0,47.7707405090332,-122.3594207763672,8323
413000.0,47.57914733886719,-122.3883285522461,8050
237000.0,47.37401580810547,-122.22260284423828,8500
611000.0,47.5743293762207,-122.21791076660156,13740
176000.0,47.48598861694336,-122.22067260742188,6426
261000.0,47.53173065185547,-122.3695068359375,7552
163000.0,47.49063110351562,-122.3071746826172,6537
335000.0,47.777381896972656,-122.3662567138672,10028
385000.0,47.76570510864258,-122.33745574951172,10500
140000.0,47.2969856262207,-122.22753143310548,4180
435000.0,47.60435485839844,-122.29397583007812,3960
378000.0,47.71754455566406,-122.32935333251952,8169
400000.0,47.70086288452149,-122.29270935058594,7383
345000.0,47.5350341796875,-122.2894515991211,5394
331000.0,47.74050903320313,-122.25174713134766,9396
502000.0,47.66465759277344,-122.28868103027344,3500
475000.0,47.59261703491211,-122.15164184570312,10250
358000.0,47.38737106323242,-122.28096771240234,9712
626000.0,47.68452835083008,-122.20416259765624,9800
227000.0,47.376441955566406,-122.22716522216795,11520
648000.0,47.67838668823242,-122.27657318115234,6250
356000.0,47.67666625976562,-122.2845230102539,7000
369000.0,47.75762939453125,-122.35820770263672,7900
180000.0,47.47093200683594,-122.32303619384766,9660
746000.0,47.6981086730957,-122.37569427490234,6118
315000.0,47.52790451049805,-122.39248657226562,4550
515000.0,47.67200088500977,-122.3009262084961,4150
444000.0,47.682899475097656,-122.29890441894531,5184
681000.0,47.64702987670898,-122.38790893554688,9558
719000.0,47.58387756347656,-122.3915557861328,3536
262000.0,47.50323867797852,-122.36648559570312,10350
437000.0,47.65662384033203,-122.33676147460938,3003
130000.0,47.47504425048828,-122.3238296508789,7800
338000.0,47.454750061035156,-122.3602066040039,7980
396000.0,47.72407531738281,-122.35919952392578,8160
183000.0,47.30975723266602,-122.21112060546876,10560
646000.0,47.58782577514648,-122.20065307617188,9539
324000.0,47.76214981079102,-122.36095428466795,9268
380000.0,47.53964614868164,-122.38912200927734,3690
404000.0,47.57727432250977,-122.39392852783205,5763
909000.0,47.60667037963867,-122.28567504882812,5975
240000.0,47.39963150024414,-122.32073211669922,10581
254000.0,47.193626403808594,-122.07804870605469,656013
556000.0,47.43083190917969,-122.27912139892578,19000
392000.0,47.67292404174805,-122.36844635009766,3675
595000.0,47.65811157226562,-122.286376953125,5170
186000.0,47.53674697875977,-122.27565002441406,6204
335000.0,47.71961212158203,-122.3083724975586,8689
480000.0,47.6230583190918,-122.05604553222656,75794
596000.0,36.792379394173615,-119.5650900900364,1372
156000.0,47.386474609375,-122.22535705566406,8197
320000.0,47.6195182800293,-122.30139923095705,1600
389000.0,47.60335540771485,-122.30707550048828,1920
290000.0,47.74577331542969,-122.3241958618164,7481
848000.0,47.516456604003906,-122.19690704345705,11201
479000.0,47.6866340637207,-122.3227081298828,3025
724000.0,47.54161834716797,-122.2148208618164,8938
717000.0,47.77586364746094,-122.35277557373048,7373
446000.0,47.6721076965332,-122.36585998535156,7000
344000.0,47.72298049926758,-122.35443878173828,7968
377000.0,47.6920051574707,-122.33883666992188,5700
598000.0,47.67494201660156,-122.2695770263672,6562
540000.0,47.768531799316406,-122.13223266601562,31500
227000.0,47.20830154418945,-121.99273681640624,6250
273000.0,47.73685836791992,-122.1414566040039,84639
310000.0,47.68736267089844,-122.32322692871094,4080
206000.0,47.487022399902344,-122.12957000732422,11718
353000.0,47.7659797668457,-122.26342010498048,10228
218000.0,47.76925659179688,-122.31848907470705,10904
369000.0,47.76005935668945,-122.27728271484376,8132
345000.0,47.45585632324219,-122.34333801269531,15086
195000.0,47.50381088256836,-122.2591552734375,6240
267000.0,47.74895095825195,-122.34198760986328,7238
403000.0,47.68289184570313,-122.28549194335938,6350
548000.0,47.67304229736328,-122.26312255859376,4601
252000.0,47.4517936706543,-122.3582534790039,7000
372000.0,47.575721740722656,-122.41179656982422,3960
367000.0,47.45275497436523,-122.35759735107422,6646
210000.0,47.76091766357422,-122.35152435302734,6921
499000.0,47.64347457885742,-122.35613250732422,2816
561000.0,47.57920837402344,-122.3760986328125,9665
292000.0,47.61401748657226,-122.30172729492188,2700
707000.0,47.72283935546875,-122.36673736572266,10625
467000.0,47.494873046875,-122.36488342285156,12750
216000.0,47.52122116088867,-122.28748321533205,7650
566000.0,47.64555358886719,-122.36298370361328,4945
341000.0,47.50836563110352,-122.25980377197266,7207
480000.0,47.54951095581055,-122.28433990478516,10800
325000.0,47.68523025512695,-122.37469482421876,1980
862000.0,47.6274642944336,-122.32563018798828,3189
491000.0,47.68275833129883,-122.29890441894531,5832
311000.0,47.33613586425781,-122.04069519042969,21512
697000.0,47.68570327758789,-122.33946990966795,3610
902000.0,47.67636108398438,-122.33211517333984,4400
234000.0,47.49325561523438,-122.2615966796875,10964
460000.0,47.76536560058594,-122.28697967529295,11292
201000.0,47.49546432495117,-122.25003051757812,8890
445000.0,47.70013046264648,-122.19544982910156,11050
449000.0,47.68071746826172,-122.16827392578124,7000
401000.0,47.7159194946289,-122.36260223388672,9706
366000.0,47.61967086791992,-122.30137634277344,671
168000.0,47.52278137207031,-122.27462768554688,7065
281000.0,47.29311752319336,-122.28604888916016,15600
446000.0,47.64399337768555,-122.36856842041016,3230
369000.0,47.69015121459961,-122.30645751953124,1778
366000.0,47.68500518798828,-122.35018920898438,2492
356000.0,47.72505187988281,-122.29871368408205,8984
470000.0,47.75261688232422,-122.27723693847656,9721
219000.0,47.49626541137695,-122.26177978515624,9750
284000.0,47.32682800292969,-122.2181396484375,9733
217000.0,47.45904541015625,-122.28076171875,10050
646000.0,47.73553466796875,-122.2196273803711,11961
253000.0,47.45198059082031,-122.3582534790039,6700
525000.0,48.120139986276634,-122.20535270869732,7200
406000.0,47.57897567749024,-122.37606048583984,3250
394000.0,47.703037,-122.08009299999999,41110
440000.0,47.69390106201172,-122.37240600585938,5002
402000.0,47.330345153808594,-122.18647003173828,38063
178000.0,47.4954948425293,-122.31356811523438,10010
732000.0,47.720664978027344,-122.25060272216795,12500
289000.0,47.77350234985352,-122.35399627685548,10685
419000.0,47.70453262329102,-122.290283203125,5040
260000.0,47.49371337890625,-122.2620086669922,18200
372000.0,47.58285903930664,-122.39460754394531,4002
185000.0,47.762916564941406,-122.32196807861328,7640
354000.0,47.34084701538086,-122.3350601196289,12750
888000.0,47.63499450683594,-122.18263244628906,13018
565000.0,47.71600723266602,-122.36307525634766,15091
228000.0,47.36459732055664,-122.1999740600586,4140
244000.0,47.48799133300781,-122.22794342041016,8704
318000.0,47.56814575195313,-122.2947006225586,5905
677000.0,47.6721076965332,-122.3656234741211,4500
215000.0,47.29644775390625,-122.37723541259766,12150
467000.0,47.68349838256836,-122.3760757446289,4224
169000.0,47.46560287475586,-122.29208374023438,9831
436000.0,47.50499725341797,-122.22942352294922,6740
254000.0,47.73032760620117,-122.3561019897461,1319
339000.0,47.6904182434082,-122.34219360351562,1269
336000.0,47.72342300415039,-122.32920837402344,9664
298000.0,47.548240661621094,-122.28863525390624,1622
521000.0,47.49531936645508,-122.36498260498048,13114
466000.0,47.70504760742188,-122.3034896850586,7182
390000.0,47.534242942929275,-122.26967342197895,6420
254000.0,47.56138229370117,-122.31271362304688,9295
285000.0,47.454368591308594,-122.20145416259766,45079
191000.0,47.53681564331055,-122.276123046875,5546
971000.0,47.69236373901367,-122.07508850097656,108464
254000.0,47.50217819213867,-122.36544799804688,7500
772000.0,47.61323928833008,-122.16441345214844,11480
512000.0,47.69800567626953,-122.3779296875,11900
493000.0,47.768310546875,-122.13373565673828,31549
687000.0,47.72536849975586,-122.36976623535156,21000
370000.0,47.68928146362305,-122.16853332519531,9671
398000.0,47.67570495605469,-122.39251708984376,2014
343000.0,47.49840545654297,-122.11238098144531,206474
696000.0,47.59357452392578,-122.29305267333984,3996
261000.0,47.712440490722656,-122.33373260498048,5000
304000.0,47.548316955566406,-122.28865051269531,3386
294000.0,47.33195495605469,-122.1863250732422,47045
457000.0,47.69858169555664,-122.29158020019531,7687
463000.0,47.19206237792969,-122.07563018798828,463043
490000.0,47.69113159179688,-122.1178207397461,9200
441000.0,47.32982635498047,-122.35725402832031,15295
225000.0,47.5355224609375,-122.03575134277344,6256
768000.0,47.58410263061523,-121.97312927246094,12323
511000.0,47.67344284057617,-122.30354309082031,3920
252000.0,47.30548095703125,-122.3604736328125,7200
369000.0,47.77594757080078,-122.24005889892578,25377
320000.0,47.51357451081276,-122.31772184371948,12150
311000.0,47.73019790649414,-122.35525512695312,1277
225000.0,47.35844421386719,-122.14047241210938,9680
281000.0,47.44801712036133,-122.3310317993164,9800
489000.0,29.50223587453365,-82.26902268826963,5000
155000.0,47.5103874206543,-122.3612060546875,12000
635000.0,47.5723876953125,-122.40496826171876,7454
169000.0,47.434288024902344,-122.29126739501952,6630
186000.0,47.42900466918945,-122.32450103759766,8461
676000.0,47.67285816371441,-122.13894858956336,4838
268000.0,47.33955383300781,-122.28163146972656,6908
390000.0,47.76022338867188,-122.35929107666016,10086
280000.0,47.73611831665039,-122.3311538696289,8171
297000.0,47.37269973754883,-122.21631622314452,8800
527000.0,47.73862075805664,-122.2649917602539,3335
331000.0,47.53417205810547,-122.07154846191406,1471
577000.0,47.736778259277344,-122.23247528076172,6212
210000.0,31.17891490459442,-83.7825556844473,6230
257000.0,47.31580352783203,-122.1947250366211,8150
291000.0,47.774879455566406,-122.31556701660156,11590
367000.0,47.3737678527832,-122.16510009765624,7384
293000.0,47.68339920043945,-122.09730529785156,4171
853000.0,36.78239218890667,-119.7462136298418,7200
433000.0,47.41518020629883,-122.0811996459961,206689
171000.0,47.331748962402344,-122.34141540527344,9000
287000.0,47.753868103027344,-122.35366821289062,7613
164000.0,47.494346618652344,-122.16934204101562,8211
346000.0,47.53841400146485,-122.27572631835938,7656
420000.0,47.68986892700195,-122.2850341796875,5664
272000.0,47.77748489379883,-122.33692169189452,8125
654000.0,47.53109359741211,-122.20114135742188,5189
952000.0,47.639363408088684,-122.20121808350086,30356
537000.0,47.57191848754883,-122.1791534423828,10164
521000.0,47.699653000000005,-122.38410900000001,7800
409000.0,47.56041717529297,-122.31487274169922,10691
777000.0,47.72095489501953,-122.05368041992188,30315
750000.0,47.61598587036133,-122.02840423583984,7229
200000.0,47.2598648071289,-122.2560043334961,6424
534000.0,47.68886947631836,-122.20237731933594,6575
179000.0,47.32981872558594,-122.32891082763672,9620
413000.0,47.5943603515625,-122.14022064208984,8053
722000.0,47.57365417480469,-122.17914581298828,7252
570000.0,47.63479614257813,-122.11742401123048,8240
818000.0,47.7482795715332,-122.14012908935548,51836
275000.0,47.41609191894531,-122.20977020263672,10920
369000.0,47.35812759399414,-122.19837188720705,4226
291000.0,47.44233703613281,-122.19110870361328,3767
247000.0,47.44013595581055,-122.19351959228516,7980
712000.0,47.7365608215332,-122.20812225341795,9692
194000.0,47.35916137695313,-122.11610412597656,10125
451000.0,47.73953628540039,-122.22870635986328,4823
201000.0,47.49176406860352,-122.30252838134766,9120
254000.0,47.45495986938477,-122.18682098388672,9280
324000.0,47.39166641235352,-122.16252136230469,8643
276000.0,47.72369384765625,-122.35343933105469,2353
424000.0,47.3227424621582,-122.3308334350586,12180
218000.0,47.45550918579102,-122.33062744140624,18350
485000.0,47.77350997924805,-122.25,5832
204000.0,47.52631759643555,-122.36541748046876,1789
242000.0,47.50347137451172,-122.17024230957031,9749
288000.0,47.75785827636719,-122.31903839111328,7128
238000.0,47.49502944946289,-122.24991607666016,8505
279000.0,47.43755722045898,-122.16929626464844,11050
163000.0,47.43940353393555,-122.284423828125,9000
502000.0,47.75402069091797,-122.1927719116211,12154
208000.0,47.51046371459961,-122.2729263305664,10918
871000.0,47.60743506252766,-122.05356784164906,5217
530000.0,47.67301559448242,-122.05130767822266,36888
544000.0,47.6202278137207,-122.10633850097656,9600
391000.0,47.47768020629883,-122.14073944091795,13000
366000.0,47.47052764892578,-122.1267318725586,10185
249000.0,47.47208023071289,-122.12488555908205,12075
352000.0,47.66424942016602,-122.17684936523438,11200
830000.0,47.63447189331055,-122.15321350097656,22457
342000.0,47.50839233398438,-122.1551513671875,6202
262000.0,47.46828842163086,-122.26276397705078,8039
696000.0,47.52098083496094,-122.15601348876952,6368
590000.0,47.66575622558594,-122.1528549194336,28050
385000.0,47.71714782714844,-122.2179946899414,12130
591000.0,47.73665237426758,-122.0903778076172,32716
294000.0,47.71524429321289,-122.20867156982422,7010
608000.0,47.55988311767578,-122.01718139648438,8283
357000.0,47.35146713256836,-122.16468048095705,5724
250000.0,47.33969497680664,-122.1313247680664,15057
201000.0,47.37231063842773,-122.20721435546876,14268
871000.0,47.67103576660156,-122.40068817138672,6400
210000.0,47.48784255981445,-122.3403549194336,7966
684000.0,47.688682556152344,-122.19136810302734,11300
394000.0,47.70124816894531,-122.07784271240234,67518
334000.0,47.359596252441406,-122.18435668945312,8360
215000.0,47.36544799804688,-122.17581176757812,10641
649000.0,47.67930603027344,-122.11859130859376,7048
171000.0,47.3416862487793,-122.2895965576172,7227
249000.0,47.36478805541992,-122.28719329833984,8260
274000.0,47.36286163330078,-122.27726745605469,7344
195000.0,47.339439392089844,-122.2810287475586,7665
222000.0,47.34310150146485,-122.28104400634766,8687
550000.0,47.63648223876953,-122.10450744628906,9600
